LGA_CODE_2016,LGA_NAME_2016,EnergyType,Capacity
57280,Port Hedland (T),Mixed Capacity (MW),1786
46300,Port Lincoln (C),Mixed Capacity (MW),1396
16380,Port Macquarie-Hastings (A),Mixed Capacity (MW),3751
25900,Port Phillip (C),Mixed Capacity (MW),7420
46450,Port Pirie City and Dists (M),Mixed Capacity (MW),0
16400,Port Stephens (A),Mixed Capacity (MW),20144
46510,Prospect (C),Mixed Capacity (MW),6
25990,Pyrenees (S),Mixed Capacity (MW),787
57350,Quairading (S),Mixed Capacity (MW),325
16490,Queanbeyan-Palerang Regional (A),Mixed Capacity (MW),1179
26080,Queenscliffe (B),Mixed Capacity (MW),1068
36150,Quilpie (S),Mixed Capacity (MW),393
16550,Randwick (C),Mixed Capacity (MW),7328
57420,Ravensthorpe (S),Mixed Capacity (MW),1279
36250,Redland (C),Mixed Capacity (MW),7216
46670,Renmark Paringa (DC),Mixed Capacity (MW),427
36300,Richmond (S),Mixed Capacity (MW),170
16610,Richmond Valley (A),Mixed Capacity (MW),3582
46860,Robe (DC),Mixed Capacity (MW),529
16650,Rockdale (C),Mixed Capacity (MW),3459
36370,Rockhampton (R),Mixed Capacity (MW),2792
57490,Rockingham (C),Mixed Capacity (MW),3281
73600,Roper Gulf (R),Mixed Capacity (MW),374
46970,Roxby Downs (M),Mixed Capacity (MW),0
16700,Ryde (C),Mixed Capacity (MW),3785
47140,Salisbury (C),Mixed Capacity (MW),3278
57630,Sandstone (S),Mixed Capacity (MW),732
36510,Scenic Rim (R),Mixed Capacity (MW),872
57700,Serpentine-Jarrahdale (S),Mixed Capacity (MW),2409
57770,Shark Bay (S),Mixed Capacity (MW),511
16900,Shellharbour (C),Mixed Capacity (MW),10822
16950,Shoalhaven (C),Mixed Capacity (MW),16698
17000,Singleton (A),Mixed Capacity (MW),1815
17040,Snowy Monaro Regional (A),Mixed Capacity (MW),1631
17080,Snowy Valleys (A),Mixed Capacity (MW),1028
36580,Somerset (R),Mixed Capacity (MW),11001
64810,Sorell (M),Mixed Capacity (MW),301
36630,South Burnett (R),Mixed Capacity (MW),2855
26170,South Gippsland (S),Mixed Capacity (MW),1206
57840,South Perth (C),Mixed Capacity (MW),659
36660,Southern Downs (R),Mixed Capacity (MW),544
26260,Southern Grampians (S),Mixed Capacity (MW),995
47290,Southern Mallee (DC),Mixed Capacity (MW),0
65010,Southern Midlands (M),Mixed Capacity (MW),377
57910,Stirling (C),Mixed Capacity (MW),5852
26350,Stonnington (C),Mixed Capacity (MW),4069
26430,Strathbogie (S),Mixed Capacity (MW),350
17100,Strathfield (A),Mixed Capacity (MW),752
47490,Streaky Bay (DC),Mixed Capacity (MW),1024
57980,Subiaco (C),Mixed Capacity (MW),354
36720,Sunshine Coast (R),Mixed Capacity (MW),11822
26490,Surf Coast (S),Mixed Capacity (MW),2198
17150,Sutherland Shire (A),Mixed Capacity (MW),9269
58050,Swan (C),Mixed Capacity (MW),2137
26610,Swan Hill (RC),Mixed Capacity (MW),4426
17200,Sydney (C),Mixed Capacity (MW),5748
36820,Tablelands (R),Mixed Capacity (MW),3226
58190,Tammin (S),Mixed Capacity (MW),216
17310,Tamworth Regional (A),Mixed Capacity (MW),4859
65210,Tasman (M),Mixed Capacity (MW),151
47630,Tatiara (DC),Mixed Capacity (MW),51
47700,Tea Tree Gully (C),Mixed Capacity (MW),1308
17350,Temora (A),Mixed Capacity (MW),1422
17400,Tenterfield (A),Mixed Capacity (MW),50
47800,The Coorong (DC),Mixed Capacity (MW),137
17420,The Hills Shire (A),Mixed Capacity (MW),6709
58260,Three Springs (S),Mixed Capacity (MW),273
74050,Tiwi Islands (R),Mixed Capacity (MW),217
58330,Toodyay (S),Mixed Capacity (MW),972
36910,Toowoomba (R),Mixed Capacity (MW),43299
36950,Torres (S),Mixed Capacity (MW),0
36960,Torres Strait Island (R),Mixed Capacity (MW),0
37010,Townsville (C),Mixed Capacity (MW),157253
26670,Towong (S),Mixed Capacity (MW),1077
58400,Trayning (S),Mixed Capacity (MW),239
47910,Tumby Bay (DC),Mixed Capacity (MW),817
17550,Tweed (A),Mixed Capacity (MW),21351
99399,Unincorp. Other Territories,Mixed Capacity (MW),50
89399,Unincorporated ACT,Mixed Capacity (MW),13908
19399,Unincorporated NSW,Mixed Capacity (MW),66
79399,Unincorporated NT,Mixed Capacity (MW),261
49399,Unincorporated SA,Mixed Capacity (MW),985
29399,Unincorporated Vic,Mixed Capacity (MW),227
47980,Unley (C),Mixed Capacity (MW),0
58470,Upper Gascoyne (S),Mixed Capacity (MW),0
17620,Upper Hunter Shire (A),Mixed Capacity (MW),4039
17640,Upper Lachlan Shire (A),Mixed Capacity (MW),1152
17650,Uralla (A),Mixed Capacity (MW),664
48050,Victor Harbor (C),Mixed Capacity (MW),2994
74550,Victoria Daly (R),Mixed Capacity (MW),156
58510,Victoria Park (T),Mixed Capacity (MW),884
58540,Victoria Plains (S),Mixed Capacity (MW),466
58570,Vincent (C),Mixed Capacity (MW),1161
74560,Wagait (S),Mixed Capacity (MW),31
17750,Wagga Wagga (C),Mixed Capacity (MW),6381
58610,Wagin (S),Mixed Capacity (MW),1088
48130,Wakefield (DC),Mixed Capacity (MW),497
17850,Walcha (A),Mixed Capacity (MW),314
17900,Walgett (A),Mixed Capacity (MW),1265
48260,Walkerville (M),Mixed Capacity (MW),30
58680,Wandering (S),Mixed Capacity (MW),207
26700,Wangaratta (RC),Mixed Capacity (MW),1737
58760,Wanneroo (C),Mixed Capacity (MW),849
65410,Waratah/Wynyard (M),Mixed Capacity (MW),928
58820,Waroona (S),Mixed Capacity (MW),420
17950,Warren (A),Mixed Capacity (MW),815
26730,Warrnambool (C),Mixed Capacity (MW),3216
18020,Warrumbungle Shire (A),Mixed Capacity (MW),930
48340,Wattle Range (DC),Mixed Capacity (MW),205
18050,Waverley (A),Mixed Capacity (MW),2208
18100,Weddin (A),Mixed Capacity (MW),16
37300,Weipa (T),Mixed Capacity (MW),3004
26810,Wellington (S),Mixed Capacity (MW),5218
18200,Wentworth (A),Mixed Capacity (MW),472
74660,West Arnhem (R),Mixed Capacity (MW),729
58890,West Arthur (S),Mixed Capacity (MW),344
65610,West Coast (M),Mixed Capacity (MW),471
74680,West Daly (R),Mixed Capacity (MW),162
65810,West Tamar (M),Mixed Capacity (MW),1119
48410,West Torrens (C),Mixed Capacity (MW),1123
26890,West Wimmera (S),Mixed Capacity (MW),345
37310,Western Downs (R),Mixed Capacity (MW),7520
18230,Western Plains Regional (A),Mixed Capacity (MW),8079
59030,Westonia (S),Mixed Capacity (MW),11
26980,Whitehorse (C),Mixed Capacity (MW),5626
37340,Whitsunday (R),Mixed Capacity (MW),12065
27070,Whittlesea (C),Mixed Capacity (MW),3947
48540,Whyalla (C),Mixed Capacity (MW),2173
59100,Wickepin (S),Mixed Capacity (MW),371
59170,Williams (S),Mixed Capacity (MW),45
18250,Willoughby (C),Mixed Capacity (MW),2186
59250,Wiluna (S),Mixed Capacity (MW),18
18350,Wingecarribee (A),Mixed Capacity (MW),3723
37400,Winton (S),Mixed Capacity (MW),448
27170,Wodonga (C),Mixed Capacity (MW),2173
18400,Wollondilly (A),Mixed Capacity (MW),2395
18450,Wollongong (C),Mixed Capacity (MW),15986
59310,Wongan-Ballidu (S),Mixed Capacity (MW),477
59320,Woodanilling (S),Mixed Capacity (MW),146
18500,Woollahra (A),Mixed Capacity (MW),4325
37550,Woorabinda (S),Mixed Capacity (MW),0
48640,Wudinna (DC),Mixed Capacity (MW),1195
37570,Wujal Wujal (S),Mixed Capacity (MW),15
59330,Wyalkatchem (S),Mixed Capacity (MW),281
27260,Wyndham (C),Mixed Capacity (MW),4047
59340,Wyndham-East Kimberley (S),Mixed Capacity (MW),691
59350,Yalgoo (S),Mixed Capacity (MW),752
48750,Yankalilla (DC),Mixed Capacity (MW),285
27350,Yarra (C),Mixed Capacity (MW),3115
27450,Yarra Ranges (S),Mixed Capacity (MW),5200
37600,Yarrabah (S),Mixed Capacity (MW),69
27630,Yarriambiack (S),Mixed Capacity (MW),1111
18710,Yass Valley (A),Mixed Capacity (MW),615
59360,Yilgarn (S),Mixed Capacity (MW),334
59370,York (S),Mixed Capacity (MW),"1,020"
48830,Yorke Peninsula (DC),Mixed Capacity (MW),"1,818"
